,rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
122,A7BR96XHUC3GZBDB.JRTCKXETXF.6YS6EN2CT7,2.04,US East (Ohio),Compute optimized,48,c6i.12xlarge,96.0,EBS only,18750 Megabit,Linux,Compute Optimized,Linux,NA,No License required
123,A47K9BJ2U8W6QYUE.JRTCKXETXF.6YS6EN2CT7,8.064,US East (Ohio),Memory optimized,128,r6i.32xlarge,1024.0,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
124,A7XYYCYRJ9W2AKRP.JRTCKXETXF.6YS6EN2CT7,0.27846,US East (Ohio),General purpose,4,m6in.xlarge,16.0,EBS only,Up to 30000 Megabit,Linux,General Purpose,Linux,NA,No License required
125,9RX9YU2HAPBCJ2JE.JRTCKXETXF.6YS6EN2CT7,0.6912,US East (Ohio),General purpose,16,m6a.4xlarge,64.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
126,9T4VESUT526VH7DV.JRTCKXETXF.6YS6EN2CT7,1.232,US East (Ohio),Compute optimized,32,c5a.8xlarge,64.0,EBS only,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
127,9QWMZQHGYJT4FCNH.JRTCKXETXF.6YS6EN2CT7,0.102,US East (Ohio),General purpose,4,a1.xlarge,8.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
128,9RV53SV7FFR22Q2A.JRTCKXETXF.6YS6EN2CT7,2.384,US East (Ohio),Memory optimized,32,r5b.8xlarge,256.0,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
129,5S6FV4VGE8UW9QJW.JRTCKXETXF.6YS6EN2CT7,3.336,US East (Ohio),Memory optimized,16,x1e.4xlarge,488.0,1 x 480 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
130,AC8QGG57BKPB5MKY.JRTCKXETXF.6YS6EN2CT7,1.982,US East (Ohio),General purpose,24,m5zn.6xlarge,96.0,EBS only,50 Gigabit,Linux,General Purpose,Linux,NA,No License required
131,9NRR8BUG6FJJ5CKP.JRTCKXETXF.6YS6EN2CT7,4.768,US East (Ohio),Memory optimized,64,r5b.16xlarge,512.0,EBS only,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
132,9MH3R7NV3X9U6W5T.JRTCKXETXF.6YS6EN2CT7,0.3456,US East (Ohio),General purpose,8,m6a.2xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
133,A3BSWF7X4VU47WXG.JRTCKXETXF.6YS6EN2CT7,2.304,US East (Ohio),General purpose,48,m5.12xlarge,192.0,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
134,9H2GQTY527HSSJFF.JRTCKXETXF.6YS6EN2CT7,1.356,US East (Ohio),Storage optimized,12,i3en.3xlarge,96.0,1 x 7500 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
135,9NH9ZG6PWHXHN8CE.JRTCKXETXF.6YS6EN2CT7,3.468,US East (Ohio),GPU instance,64,g4ad.16xlarge,256.0,2400 GB NVMe SSD,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
136,6XUWEGZUKHG3FEP3.JRTCKXETXF.6YS6EN2CT7,0.9072,US East (Ohio),Memory optimized,16,r6a.4xlarge,128.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
137,9PUYJZJUUZ583WWB.JRTCKXETXF.6YS6EN2CT7,0.0336,US East (Ohio),General purpose,2,t4g.medium,4.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
138,9W9WUN8874RQJPYR.JRTCKXETXF.6YS6EN2CT7,0.0752,US East (Ohio),General purpose,2,t3a.large,8.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
139,6GXMKNDDUHJ76C44.JRTCKXETXF.6YS6EN2CT7,0.0432,US East (Ohio),Compute optimized,1,c6gn.medium,2.0,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
140,ATZSNY3GAKQTD4XJ.JRTCKXETXF.6YS6EN2CT7,0.262,US East (Ohio),Memory optimized,4,r5ad.xlarge,32.0,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
141,ARA3692KFAJ39EUX.JRTCKXETXF.6YS6EN2CT7,0.216,US East (Ohio),Compute optimized,4,c5n.xlarge,10.5,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
142,6UZT6S4TARUV38SZ.JRTCKXETXF.6YS6EN2CT7,0.0504,US East (Ohio),Memory optimized,1,r6g.medium,8.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
143,B9PXT9SFSA4K33SU.JRTCKXETXF.6YS6EN2CT7,6.528,US East (Ohio),General purpose,96,m5dn.metal,384.0,4 x 900 NVMe SSD,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
144,B9QJCD97ZQ34V6EA.JRTCKXETXF.6YS6EN2CT7,0.768,US East (Ohio),Compute optimized,16,c5d.4xlarge,32.0,1 x 400 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
145,6JDGZJ56V6W9ET6A.JRTCKXETXF.6YS6EN2CT7,2.016,US East (Ohio),Memory optimized,32,r6i.8xlarge,256.0,EBS only,12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
146,5TCXMQWFMVC6VQEE.JRTCKXETXF.6YS6EN2CT7,2.8928,US East (Ohio),General purpose,64,m6gd.16xlarge,256.0,2 x 1900 NVMe SSD,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
147,5X7VYJGK3PY7WUAN.JRTCKXETXF.6YS6EN2CT7,0.226,US East (Ohio),Storage optimized,2,i3en.large,16.0,1 x 1250 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
148,8X9B68EH66TVHPDD.JRTCKXETXF.6YS6EN2CT7,1.536,US East (Ohio),General purpose,32,m5.8xlarge,128.0,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
149,8WR3PS8YW9JAEXBE.JRTCKXETXF.6YS6EN2CT7,0.1536,US East (Ohio),Compute optimized,4,c6gd.xlarge,8.0,1 x 237 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
150,8JR98FCS7C5AC4VZ.JRTCKXETXF.6YS6EN2CT7,0.136,US East (Ohio),General purpose,2,m5dn.large,8.0,1 x 75 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
151,8KPHN9W8MUAFV3XN.JRTCKXETXF.6YS6EN2CT7,0.4284,US East (Ohio),Memory optimized,8,r7g.2xlarge,64.0,EBS only,Up to 15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
152,8GK4KCC5UY3FM5FX.JRTCKXETXF.6YS6EN2CT7,6.912,US East (Ohio),Memory optimized,96,r5d.24xlarge,768.0,4 x 900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
153,8HUH2DUJYZKMN44U.JRTCKXETXF.6YS6EN2CT7,0.69732,US East (Ohio),Memory optimized,8,r6in.2xlarge,64.0,EBS only,Up to 40000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
154,8476NEEEXV7W9W5Q.JRTCKXETXF.6YS6EN2CT7,3.024,US East (Ohio),Memory optimized,48,r5.12xlarge,384.0,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
155,84WG248SMZNAAGN7.JRTCKXETXF.6YS6EN2CT7,0.544,US East (Ohio),General purpose,8,m5dn.2xlarge,32.0,1 x 300 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
156,7X5D89VVMXG2JZ42.JRTCKXETXF.6YS6EN2CT7,2.464,US East (Ohio),General purpose,64,m6g.16xlarge,256.0,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
157,7YKVUXW97ZEBU7ZT.JRTCKXETXF.6YS6EN2CT7,0.1445,US East (Ohio),Compute optimized,4,c7g.xlarge,8.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
158,7QFCQ9FT3U8GW6HM.JRTCKXETXF.6YS6EN2CT7,0.085,US East (Ohio),Compute optimized,2,c6i.large,4.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
159,7KZQJPJ9DMP9TKHT.JRTCKXETXF.6YS6EN2CT7,0.192,US East (Ohio),Compute optimized,4,c5d.xlarge,8.0,1 x 100 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
160,7NNK7ZC4ND2AXRXU.JRTCKXETXF.6YS6EN2CT7,0.34,US East (Ohio),Compute optimized,8,c5.2xlarge,16.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
161,64UZ59KRS55PP3WM.JRTCKXETXF.6YS6EN2CT7,0.226,US East (Ohio),Memory optimized,4,r5a.xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
162,654M955HUWUBFBDB.JRTCKXETXF.6YS6EN2CT7,0.524,US East (Ohio),Memory optimized,8,r5ad.2xlarge,64.0,1 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
163,65YDGPXVA9GTBYCA.JRTCKXETXF.6YS6EN2CT7,0.69,US East (Ohio),Storage optimized,4,d2.xlarge,30.5,3 x 2000 HDD,Moderate,Linux,Storage Optimized,Linux,NA,No License required
164,AEKW9PBAZ9U5ZC9W.JRTCKXETXF.6YS6EN2CT7,13.338,US East (Ohio),Memory optimized,128,x2idn.32xlarge,2048.0,2 x 1900 NVMe SSD,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
165,ANKQJK29HWAX7AW8.JRTCKXETXF.6YS6EN2CT7,10.848,US East (Ohio),Storage optimized,96,i3en.24xlarge,768.0,8 x 7500 NVMe SSD,100 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
166,9G747UYR728ANFYQ.JRTCKXETXF.6YS6EN2CT7,0.6912,US East (Ohio),Compute optimized,16,c6gn.4xlarge,32.0,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
167,3XXU2UHMQUGZ2H7C.JRTCKXETXF.6YS6EN2CT7,2.04,US East (Ohio),Compute optimized,48,c5.12xlarge,96.0,EBS only,12 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
168,495PTJUX3QUEQ3P5.JRTCKXETXF.6YS6EN2CT7,0.824,US East (Ohio),General purpose,16,m5ad.4xlarge,64.0,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
169,4A8UM8ATMSAW5KDP.JRTCKXETXF.6YS6EN2CT7,4.08,US East (Ohio),Compute optimized,96,c6i.24xlarge,192.0,EBS only,37500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
170,3YNRUJVA7RYEWVN5.JRTCKXETXF.6YS6EN2CT7,0.68,US East (Ohio),Compute optimized,16,c5.4xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
171,3VQ6EDX9Q2B74SGM.JRTCKXETXF.6YS6EN2CT7,1.39464,US East (Ohio),Memory optimized,16,r6in.4xlarge,128.0,EBS only,Up to 50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
172,4BG6FZ9A5NM8836C.JRTCKXETXF.6YS6EN2CT7,0.334,US East (Ohio),Memory optimized,4,r5dn.xlarge,32.0,1 x 150 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
173,4BRUNECYPD9UAZA6.JRTCKXETXF.6YS6EN2CT7,0.3303,US East (Ohio),General purpose,4,m5zn.xlarge,16.0,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
174,4E7EDUZD2S93FX73.JRTCKXETXF.6YS6EN2CT7,1.53,US East (Ohio),Compute optimized,36,c5.9xlarge,72.0,EBS only,10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
175,2C6AESDTKVKNQWFW.JRTCKXETXF.6YS6EN2CT7,0.37853,US East (Ohio),GPU instance,4,g4ad.xlarge,16.0,150 GB NVMe SSD,Up to 10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
176,2FPJ95T3QM6CBR75.JRTCKXETXF.6YS6EN2CT7,5.4432,US East (Ohio),Compute optimized,96,c6in.24xlarge,192.0,EBS only,150000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
177,2G94NDU48M96HTVW.JRTCKXETXF.6YS6EN2CT7,1.836,US East (Ohio),Compute optimized,48,c6a.12xlarge,96.0,EBS only,18750 Megabit,Linux,Compute Optimized,Linux,NA,No License required
178,2F59VHMSSWJCFBS3.JRTCKXETXF.6YS6EN2CT7,0.149,US East (Ohio),Memory optimized,2,r5b.large,16.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
179,2C893VKRW4MATYBC.JRTCKXETXF.6YS6EN2CT7,5.5296,US East (Ohio),General purpose,128,m6a.32xlarge,512.0,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
180,2HYDNS63MB57D39W.JRTCKXETXF.6YS6EN2CT7,1.632,US East (Ohio),Compute optimized,48,c6g.12xlarge,96.0,EBS only,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
181,2TNATRQBKEWEGQQH.JRTCKXETXF.6YS6EN2CT7,0.78156,US East (Ohio),Memory optimized,8,r6idn.2xlarge,64.0,1 x 474 SSD,Up to 40000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
182,24VNPYX565QU9U4D.JRTCKXETXF.6YS6EN2CT7,7.2,US East (Ohio),GPU instance,32,p2.8xlarge,488.0,EBS only,10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
183,2VD58FF95MGYCHHV.JRTCKXETXF.6YS6EN2CT7,0.19539,US East (Ohio),Memory optimized,2,r6idn.large,16.0,1 x 118 SSD,Up to 25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
184,2UHXTYN3FDY8A4SD.JRTCKXETXF.6YS6EN2CT7,0.616,US East (Ohio),Compute optimized,16,c5a.4xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
185,2MMQWZDR49HPPVAF.JRTCKXETXF.6YS6EN2CT7,0.768,US East (Ohio),General purpose,16,m6i.4xlarge,64.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
186,2N2QH6UEJZ5GUPT8.JRTCKXETXF.6YS6EN2CT7,0.0464,US East (Ohio),General purpose,2,t2.medium,4.0,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
187,2PAE8XWKR2MA9MG4.JRTCKXETXF.6YS6EN2CT7,0.096,US East (Ohio),Compute optimized,2,c5d.large,4.0,1 x 50 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
188,32APMGQCTPKHEJ8Y.JRTCKXETXF.6YS6EN2CT7,5.344,US East (Ohio),Memory optimized,64,x2gd.metal,1024.0,2 x 1900 SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
189,355AC2A3BDEW2YEW.JRTCKXETXF.6YS6EN2CT7,1.3056,US East (Ohio),General purpose,32,m7g.8xlarge,128.0,EBS only,15 Gigabit,Linux,General Purpose,Linux,NA,No License required
190,3BAJHHA82QHE6BER.JRTCKXETXF.6YS6EN2CT7,0.1008,US East (Ohio),Compute optimized,2,c6id.large,4.0,1 x 118 SSD,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
191,3ESXTARACC6BZH27.JRTCKXETXF.6YS6EN2CT7,0.126,US East (Ohio),Memory optimized,2,r6i.large,16.0,EBS only,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
192,2Z2MRBEF9NQWUCQY.JRTCKXETXF.6YS6EN2CT7,4.464,US East (Ohio),Memory optimized,48,z1d.metal,384.0,2 x 900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
193,4EJ2SA69BF62X3X5.JRTCKXETXF.6YS6EN2CT7,0.668,US East (Ohio),Memory optimized,8,r5dn.2xlarge,64.0,1 x 300 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
194,4YHB8A4RWJM6VBZP.JRTCKXETXF.6YS6EN2CT7,0.452,US East (Ohio),General purpose,8,m5d.2xlarge,32.0,1 x 300 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
195,4Z2D6C5WPKJP9NVM.JRTCKXETXF.6YS6EN2CT7,0.2688,US East (Ohio),General purpose,8,t4g.2xlarge,32.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
196,4QSHENQKE5VDAGGR.JRTCKXETXF.6YS6EN2CT7,3.744,US East (Ohio),Storage optimized,64,h1.16xlarge,256.0,8 x 2000 HDD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
197,4YEWPWQGW7RUAV57.JRTCKXETXF.6YS6EN2CT7,2.6112,US East (Ohio),General purpose,64,m7g.16xlarge,256.0,EBS only,30 Gigabit,Linux,General Purpose,Linux,NA,No License required
198,4YQUFBTAEHTVGAP7.JRTCKXETXF.6YS6EN2CT7,0.0408,US East (Ohio),General purpose,1,m7g.medium,4.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
199,4ZZQPY7KJN7SGNCT.JRTCKXETXF.6YS6EN2CT7,0.408,US East (Ohio),General purpose,16,a1.4xlarge,32.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
200,4HGTTE28P6Q6Z5CH.JRTCKXETXF.6YS6EN2CT7,0.17,US East (Ohio),Compute optimized,4,c5.xlarge,8.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
201,4J5KP7A9TKBM6AD9.JRTCKXETXF.6YS6EN2CT7,0.5763,US East (Ohio),Storage optimized,4,is4gen.xlarge,24.0,1 x 3750 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
202,37YYE7FKU8SXD6SZ.JRTCKXETXF.6YS6EN2CT7,0.096,US East (Ohio),General purpose,2,m6i.large,8.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
203,3Q3KMU6V2WXDU3Z6.JRTCKXETXF.6YS6EN2CT7,0.612,US East (Ohio),Compute optimized,16,c6a.4xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
204,3SUD9CQMZ2J22XTV.JRTCKXETXF.6YS6EN2CT7,2.78928,US East (Ohio),Memory optimized,32,r6in.8xlarge,256.0,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
205,4R9AAXWRV88MGH2M.JRTCKXETXF.6YS6EN2CT7,0.432,US East (Ohio),Compute optimized,8,c5n.2xlarge,21.0,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
206,4PHUA4GN3H4Q64M6.JRTCKXETXF.6YS6EN2CT7,1.336,US East (Ohio),Memory optimized,16,r5dn.4xlarge,128.0,2 x 300 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
207,4FMC7EABJDACX47D.JRTCKXETXF.6YS6EN2CT7,1.66725,US East (Ohio),Memory optimized,8,x2iedn.2xlarge,256.0,1 x 237 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
208,4MHVDXDPKESJ8D5F.JRTCKXETXF.6YS6EN2CT7,3.888,US East (Ohio),Compute optimized,72,c5n.metal,192.0,EBS only,100 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
209,4G6M3GP6XFSV6XKF.JRTCKXETXF.6YS6EN2CT7,5.4432,US East (Ohio),Memory optimized,96,r6a.24xlarge,768.0,EBS only,37500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
210,27YFAZJQ2PH4DQUV.JRTCKXETXF.6YS6EN2CT7,5.712,US East (Ohio),General purpose,96,m5n.24xlarge,384.0,EBS only,100 Gigabit,Linux,General Purpose,Linux,NA,No License required
211,45G5T4M6DUGP8RE7.JRTCKXETXF.6YS6EN2CT7,0.1652,US East (Ohio),General purpose,2,m5zn.large,8.0,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
212,494A792X6RNVVUKT.JRTCKXETXF.6YS6EN2CT7,0.5781,US East (Ohio),Compute optimized,16,c7g.4xlarge,32.0,EBS only,Up to 15 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
213,2A6XPQM2VJYGY7JF.JRTCKXETXF.6YS6EN2CT7,1.8144,US East (Ohio),Compute optimized,32,c6in.8xlarge,64.0,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
214,99AFTA7JUWU9TSFK.JRTCKXETXF.6YS6EN2CT7,0.272,US East (Ohio),General purpose,4,m5dn.xlarge,16.0,1 x 150 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
215,9PBZP9D8RQRFDS4V.JRTCKXETXF.6YS6EN2CT7,0.3072,US East (Ohio),Compute optimized,8,c6gd.2xlarge,16.0,1 x 475 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
216,9MXQF8NSPZESJJUW.JRTCKXETXF.6YS6EN2CT7,6.669,US East (Ohio),Memory optimized,64,x1.16xlarge,976.0,1 x 1920 SSD,High,Linux,Memory Optimized,Linux,NA,No License required
217,5V2EGZS4TZQY7TW5.JRTCKXETXF.6YS6EN2CT7,5.44,US East (Ohio),Compute optimized,128,c6i.metal,256.0,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
218,6VX264Q3CM5XJQSK.JRTCKXETXF.6YS6EN2CT7,0.72758,US East (Ohio),Storage optimized,8,im4gn.2xlarge,32.0,1 x 3750 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
219,9F2Q74QEE8HZE6A8.JRTCKXETXF.6YS6EN2CT7,0.266,US East (Ohio),Memory optimized,4,r4.xlarge,30.5,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
220,BAW6PD4AUCRJNUUR.JRTCKXETXF.6YS6EN2CT7,0.34,US East (Ohio),Compute optimized,8,c6i.2xlarge,16.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
221,67TZ2FJNUK7KJEEC.JRTCKXETXF.6YS6EN2CT7,1.048,US East (Ohio),Memory optimized,16,r5ad.4xlarge,128.0,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
222,64GUQQXHY5Y25RSN.JRTCKXETXF.6YS6EN2CT7,0.39078,US East (Ohio),Memory optimized,4,r6idn.xlarge,32.0,1 x 237 SSD,Up to 30000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
223,6UUCC3WX7F3X6FV8.JRTCKXETXF.6YS6EN2CT7,1.18,US East (Ohio),Machine Learning ASIC Instances,24,inf1.6xlarge,48.0,EBS only,25 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
224,B7KJQVXZZNDAS23N.JRTCKXETXF.6YS6EN2CT7,0.0928,US East (Ohio),General purpose,2,t2.large,8.0,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
225,AHRWUFJ3AJQ6MADP.JRTCKXETXF.6YS6EN2CT7,0.75,US East (Ohio),GPU instance,4,g3s.xlarge,30.5,EBS only,10 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
226,B3W94M5ZUQMSMU6U.JRTCKXETXF.6YS6EN2CT7,4.768,US East (Ohio),Memory optimized,64,r5n.16xlarge,512.0,EBS only,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
227,AZDPP3QWR6Y6VCFA.JRTCKXETXF.6YS6EN2CT7,0.192,US East (Ohio),General purpose,4,m6i.xlarge,16.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
228,6FB9Y523477E26Y5.JRTCKXETXF.6YS6EN2CT7,0.999,US East (Ohio),Storage optimized,8,d3.2xlarge,64.0,6 x 2000 HDD,Up to 15 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
229,8KXQBUFQSAE2569F.JRTCKXETXF.6YS6EN2CT7,4.944,US East (Ohio),General purpose,96,m5ad.24xlarge,384.0,4 x 900 NVMe SSD,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
230,8GJ9CJRBQQWJTNRN.JRTCKXETXF.6YS6EN2CT7,10.848,US East (Ohio),Storage optimized,96,i3en.metal,768.0,8 x 7500 NVMe SSD,100 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
231,82N8PRZ8U7GE8XRM.JRTCKXETXF.6YS6EN2CT7,2.496,US East (Ohio),Storage optimized,32,i3.8xlarge,244.0,4 x 1900 NVMe SSD,10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
232,8XXNNMMWDCXUC6Y6.JRTCKXETXF.6YS6EN2CT7,1.1526,US East (Ohio),Storage optimized,8,is4gen.2xlarge,48.0,1 x 7500 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
233,846JB6PZ7D4HVUW6.JRTCKXETXF.6YS6EN2CT7,2.4576,US East (Ohio),Compute optimized,64,c6gd.metal,128.0,2 x 1900 NVMe SSD,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
234,7YDWA7NKU6XSKFSU.JRTCKXETXF.6YS6EN2CT7,0.206,US East (Ohio),General purpose,4,m5ad.xlarge,16.0,1 x 150 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
235,7G6ZHQDD8B55YKHH.JRTCKXETXF.6YS6EN2CT7,4.608,US East (Ohio),General purpose,96,m5.24xlarge,384.0,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
236,93HAYG7AFZGMJKJY.JRTCKXETXF.6YS6EN2CT7,3.2,US East (Ohio),General purpose,64,m4.16xlarge,256.0,EBS only,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
237,6Z9XXNT333FD3QDC.JRTCKXETXF.6YS6EN2CT7,1.536,US East (Ohio),General purpose,32,m6i.8xlarge,128.0,EBS only,12500 Megabit,Linux,General Purpose,Linux,NA,No License required
238,762QJ5UWC2MTDEYB.JRTCKXETXF.6YS6EN2CT7,0.186,US East (Ohio),Memory optimized,2,z1d.large,16.0,1 x 75 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
239,94WSUX7ND6EM4YNA.JRTCKXETXF.6YS6EN2CT7,4.128,US East (Ohio),General purpose,96,m5a.24xlarge,384.0,EBS only,20 Gigabit,Linux,General Purpose,Linux,NA,No License required
240,7K2CQQJ9ANBHC4RG.JRTCKXETXF.6YS6EN2CT7,3.6288,US East (Ohio),Memory optimized,64,r6a.16xlarge,512.0,EBS only,25000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
241,7P2YNCQ6H3U2X5QF.JRTCKXETXF.6YS6EN2CT7,3.576,US East (Ohio),Memory optimized,48,r5b.12xlarge,384.0,EBS only,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
242,7M68E48TNYWRACE7.JRTCKXETXF.6YS6EN2CT7,4.721,US East (Ohio),Machine Learning ASIC Instances,96,inf1.24xlarge,192.0,EBS only,100 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
