,currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,instanceName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,effectiveEndDate
1198,USD,0.0,3.629,3.629,southcentralus,US South Central,2021-11-01T00:00:00Z,4cccd39c-d756-57d9-9cc4-70754a446de2,E48 v5,DZH318Z08M9J,DZH318Z08M9J/006H,,Virtual Machines Ev5 Series,Standard_E48_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48_v5,
1200,USD,0.0,1.35,1.35,southcentralus,US South Central,2017-02-01T00:00:00Z,4cd39a06-0803-4f70-a970-02bdf31124e3,NV6,DZH318Z0BPVX,DZH318Z0BPVX/0003,,Virtual Machines NV Series Windows,NV6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV6,
1207,USD,0.0,1.749,1.749,southcentralus,US South Central,2016-06-08T00:00:00Z,4d56d61f-ea3c-4f8e-a7cd-92e547efd4b0,H16,DZH318Z0BQ4J,DZH318Z0BQ4J/007C,,Virtual Machines H Series,H16,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_H16,
1208,USD,0.0,5.53,5.53,southcentralus,US South Central,2021-11-01T00:00:00Z,4d572e9f-f219-59b8-bd81-e9d7393268c3,D96s v5,DZH318Z08M9W,DZH318Z08M9W/003K,,Virtual Machines Dsv5 Series,Standard_D96s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96s_v5,
1209,USD,0.0,0.166,0.166,southcentralus,US South Central,2016-02-01T00:00:00Z,4d58644f-2a15-4ba7-9df2-c2dc92e7576a,D11 v2/DS11 v2,DZH318Z0BQ34,DZH318Z0BQ34/00NN,,Virtual Machines Dv2 Series,D11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D11_v2,
1210,USD,0.0,0.166,0.166,southcentralus,US South Central,2016-02-01T00:00:00Z,4d58644f-2a15-4ba7-9df2-c2dc92e7576a,DS11 v2,DZH318Z0BQ4C,DZH318Z0BQ4C/012Q,,Virtual Machines DSv2 Series,DS11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS11_v2,
1211,USD,0.0,0.166,0.166,southcentralus,US South Central,2016-02-01T00:00:00Z,4d58644f-2a15-4ba7-9df2-c2dc92e7576a,DS11 v2,DZH318Z0BQ4C,DZH318Z0BQ4C/01PQ,,Virtual Machines DSv2 Series,DS11-1 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS11-1_v2,
1212,USD,0.0,0.495,0.495,southcentralus,US South Central,2016-11-01T00:00:00Z,4d590ea2-c98b-4f55-8282-76333a5303d4,A8m v2,DZH318Z0BPRJ,DZH318Z0BPRJ/000X,,Virtual Machines Av2 Series,A8m v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8m_v2,
1214,USD,0.0,2.43,2.43,southcentralus,US South Central,2019-08-01T00:00:00Z,4d65c2f9-e61b-4a95-8be9-669a580b835b,DS15i v2,DZH318Z0BQPW,DZH318Z0BQPW/014Z,,Virtual Machines DSv2 Series Windows,DS15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS15i_v2,
1215,USD,0.0,2.43,2.43,southcentralus,US South Central,2019-08-01T00:00:00Z,4d65c2f9-e61b-4a95-8be9-669a580b835b,D15i v2/DS15i v2,DZH318Z0BPVM,DZH318Z0BPVM/014J,,Virtual Machines Dv2 Series Windows,D15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D15i_v2,
1217,USD,0.0,9.946,9.946,southcentralus,US South Central,2021-11-01T00:00:00Z,4d86e97c-e51e-57fc-87f5-99bb721747f0,D96s v5,DZH318Z08M9T,DZH318Z08M9T/0037,,Virtual Machines Dsv5 Series Windows,Standard_D96s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96s_v5,
1220,USD,0.0,0.902,0.902,southcentralus,US South Central,2020-11-01T00:00:00Z,4dc00ebd-dbc2-5bd3-abf4-037f873a1409,NC8as T4 v3,DZH318Z0DF49,DZH318Z0DF49/003X,,Virtual Machines NCasT4 v3 Series,NC8as T4 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC8as_T4_v3,
1221,USD,0.0,0.6,0.6,southcentralus,US South Central,2014-05-01T00:00:00Z,4dd36e14-61a8-4f6b-8c9f-98933e487d7a,A6,DZH318Z0BPVJ,DZH318Z0BPVJ/00F5,,Virtual Machines A Series Windows,A6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A6,
1222,USD,0.0,0.173,0.173,southcentralus,US South Central,2018-06-01T00:00:00Z,4dd4e1de-c11d-4208-a892-b4d7fe4aa6c1,DS11,DZH318Z0BQ4S,DZH318Z0BQ4S/0092,,Virtual Machines DS Series,DS11,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS11,
1223,USD,0.0,0.173,0.173,southcentralus,US South Central,2018-06-01T00:00:00Z,4dd4e1de-c11d-4208-a892-b4d7fe4aa6c1,D11/DS11,DZH318Z0BQ4B,DZH318Z0BQ4B/00CK,,Virtual Machines D Series,D11,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D11,
1224,USD,0.0,1.512,1.512,southcentralus,US South Central,2021-11-01T00:00:00Z,4dd5332f-4bf7-51a0-acb3-1961fac2b4b5,E20 v5,DZH318Z08M9J,DZH318Z08M9J/006N,,Virtual Machines Ev5 Series,Standard_E20_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20_v5,
1225,USD,0.0,0.207,0.207,southcentralus,US South Central,2021-11-01T00:00:00Z,4de4d769-4cd2-5139-9e58-4994a1e19588,D2 v5,DZH318Z08M9V,DZH318Z08M9V/00JX,,Virtual Machines Dv5 Series Windows,Standard_D2_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2_v5,
1227,USD,0.0,0.922,0.922,southcentralus,US South Central,2021-11-01T00:00:00Z,4e0d007a-2321-58df-b84f-d345fcf292b8,D16 v5,DZH318Z08M9X,DZH318Z08M9X/00FF,,Virtual Machines Dv5 Series,Standard_D16_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16_v5,
1229,USD,0.0,1.821,1.821,southcentralus,US South Central,2021-11-01T00:00:00Z,4e385d1f-d760-5bdc-87d7-b63b016c52f1,D16ds v5,DZH318Z08MC5,DZH318Z08MC5/008F,,Virtual Machines Ddsv5 Series Windows,Standard_D16ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ds_v5,
1231,USD,0.0,3.6,3.6,southcentralus,US South Central,2019-01-01T00:00:00Z,4e48f1dd-a367-4ebe-b7b4-373d490ba26f,M16s,DZH318Z0BPW5,DZH318Z0BPW5/00LF,,Virtual Machines MS Series Windows,M16s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M16s,
1232,USD,0.0,0.973,0.973,southcentralus,US South Central,2021-11-01T00:00:00Z,4e57adfd-f924-5ca4-a8aa-479153669767,E8-2s v5,DZH318Z096T1,DZH318Z096T1/045N,,Virtual Machines Esv5 Series Windows,E8-2s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E8-2s_v5,
1233,USD,0.0,0.973,0.973,southcentralus,US South Central,2021-11-01T00:00:00Z,4e57adfd-f924-5ca4-a8aa-479153669767,E8s v5,DZH318Z096T1,DZH318Z096T1/0423,,Virtual Machines Esv5 Series Windows,E8s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8s_v5,
1234,USD,0.0,0.973,0.973,southcentralus,US South Central,2021-11-01T00:00:00Z,4e57adfd-f924-5ca4-a8aa-479153669767,E8-4s v5,DZH318Z096T1,DZH318Z096T1/0455,,Virtual Machines Esv5 Series Windows,E8-4s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E8-4s_v5,
1239,USD,0.0,8.717,8.717,southcentralus,US South Central,2022-06-01T00:00:00Z,4e963c8a-c3c1-5051-969c-5dddb8066ce7,DC48ds_v3,DZH318Z08NRD,DZH318Z08NRD/006H,,DCdsv3 Series Windows,standard_DC48ds_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC48ds_v3,
1246,USD,0.0,2.995,2.995,southcentralus,US South Central,2020-06-01T00:00:00Z,4f4fe9b4-731d-5e8f-8fb8-60a7573542ab,E32ds v4,DZH318Z0CSHK,DZH318Z0CSHK/00ZJ,,Virtual Machines Edsv4 Series,E32ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32ds_v4,
1248,USD,0.0,0.0125,0.0125,southcentralus,US South Central,2019-03-01T00:00:00Z,4f69dc30-a2f8-40e8-9f2a-89ad061db198,B1s,DZH318Z0BQ35,DZH318Z0BQ35/00SB,,Virtual Machines BS Series,B1s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1s,
1249,USD,0.0,2.234,2.234,southcentralus,US South Central,2020-06-01T00:00:00Z,4f77d30a-2f7d-58cc-a6de-5dbf8c20fdeb,E16ds v4,DZH318Z0CSHB,DZH318Z0CSHB/00Z4,,Virtual Machines Edsv4 Series Windows,E16ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ds_v4,
1250,USD,0.0,15.608,15.608,southcentralus,US South Central,2018-09-04T00:00:00Z,4f9df40b-2c17-4dd0-9f56-68f5047b396a,NDmr40s v2,DZH318Z0BZ0N,DZH318Z0BZ0N/0001,,Virtual Machines NDSv2 Series Windows,NDmr40s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_ND40s_v2,
1254,USD,0.0,0.271,0.271,southcentralus,US South Central,2021-11-01T00:00:00Z,5028ff32-a872-5956-998f-ee57064fa2e5,D4ds v5,DZH318Z08MC6,DZH318Z08MC6/009P,,Virtual Machines Ddsv5 Series,Standard_D4ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4ds_v5,
1258,USD,0.0,11.023,11.023,southcentralus,US South Central,2022-06-01T00:00:00Z,5046106f-2391-5942-bc0c-25906286aae8,NC48ads_A100_v4,DZH318Z09TH1,DZH318Z09TH1/002Q,,NCads A100 v4 Series Windows,Standard_NC48ads_A100_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC48ads_A100_v4,
1259,USD,0.0,0.228,0.228,southcentralus,US South Central,2021-11-01T00:00:00Z,50473edc-cb87-5478-bd2e-0b25a05f2b99,E2as v5,DZH318Z093XK,DZH318Z093XK/00BT,,Virtual Machines Easv5 Series Windows,E2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2as_v5,
1263,USD,0.0,0.863,0.863,southcentralus,US South Central,2019-06-01T00:00:00Z,50a0aef6-45a5-43b7-85b8-c136e701b2e4,B16ms,DZH318Z0BQNH,DZH318Z0BQNH/00PP,,Virtual Machines BS Series Windows,B16ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B16ms,
1271,USD,0.0,0.645,0.645,southcentralus,US South Central,2022-06-01T00:00:00Z,51429aca-ee94-51b1-81b8-9aa6fb80cb14,DC4s_v3,DZH318Z08NQZ,DZH318Z08NQZ/006V,,DCsv3 Series Windows,standard_DC4s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC4s_v3,
1273,USD,0.0,0.815,0.815,southcentralus,US South Central,2020-11-01T00:00:00Z,51601b8b-6950-534e-b50a-a8cccf75d05a,NC4as T4 v3,DZH318Z0DF4B,DZH318Z0DF4B/0023,,Virtual Machines NCasT4 v3 Series Windows,NC4as T4 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC4as_T4_v3,
1275,USD,0.0,4.838,4.838,southcentralus,US South Central,2020-11-01T00:00:00Z,516d130d-3d3a-5081-aa06-9dcd79bcf52e,E64-16as_v4,DZH318Z0CM2D,DZH318Z0CM2D/0198,,Virtual Machines Easv4 Series,E64-16as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-16as_v4,
1288,USD,0.0,0.302,0.302,southcentralus,US South Central,2020-11-01T00:00:00Z,52e249f7-ad86-5632-9e57-59d825129855,E4-2as_v4,DZH318Z0CM2D,DZH318Z0CM2D/019S,,Virtual Machines Easv4 Series,E4-2as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4-2as_v4,
1294,USD,0.0,0.715,0.715,southcentralus,US South Central,2022-04-01T00:00:00Z,53202cf1-909f-52d7-879d-310a71c46907,E8bs v5,DZH318Z09LR5,DZH318Z09LR5/0072,,Virtual Machines Ebsv5 Series,Standard_E8bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8bs_v5,
1296,USD,0.0,7.782,7.782,southcentralus,US South Central,2020-08-01T00:00:00Z,53538f7f-dc11-567a-b983-7a7652c8ab68,E64-32s v4,DZH318Z0CSHC,DZH318Z0CSHC/00Z1,,Virtual Machines Esv4 Series Windows,E64-32s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-32s_v4,
1301,USD,0.0,7.546,7.546,southcentralus,US South Central,2021-11-01T00:00:00Z,53abda3a-ccdc-5ef6-9c4c-0f76fbfe2052,E96-48ads v5,DZH318Z093X0,DZH318Z093X0/0090,,Virtual Machines Eadsv5 Series,E96-48ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96-48ads_v5,
1305,USD,0.0,1.978,1.978,southcentralus,US South Central,2021-11-01T00:00:00Z,53b0ce98-05ca-5725-a0c1-effc4233e4f1,D32ads v5,DZH318Z08W2R,DZH318Z08W2R/006K,,Virtual Machines Dadsv5 Series,Standard_D32ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32ads_v5,
1307,USD,0.0,0.079,0.079,southcentralus,US South Central,2016-09-01T00:00:00Z,53c64fd5-9d6d-4ac8-9daa-cffaf391a88a,A2,DZH318Z0BPRB,DZH318Z0BPRB/0009,,Virtual Machines A Series Basic,A2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A2,
1315,USD,0.0,6.701,6.701,southcentralus,US South Central,2020-06-01T00:00:00Z,541ff073-3064-56a8-9563-a49a83cc431d,E48d v4,DZH318Z0D1LH,DZH318Z0D1LH/0062,,Virtual Machines Edv4 Series Windows,E48d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48d_v4,
1317,USD,0.0,5.322,5.322,southcentralus,US South Central,2021-05-01T00:00:00Z,543f5317-6cdf-5fe5-9ced-b8e88c7527fe,Esv4 Type1,DZH318Z0DB0Z,DZH318Z0DB0Z/0014,,ESv4 Series Dedicated Host,Esv4 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Esv4_Type1,
1321,USD,0.0,27.565,27.565,southcentralus,US South Central,2021-01-01T00:00:00Z,5472bbad-1245-5543-bd19-a2033ea61cf2,M192is_v2,DZH318Z0BX63,DZH318Z0BX63/01ZV,,Virtual Machines MSv2 Series Windows,M192is_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M192is_v2,
1322,USD,0.0,0.018,0.018,southcentralus,US South Central,2016-01-11T00:00:00Z,548022e1-db63-4868-a666-a201e0101e52,A0,DZH318Z0BPRB,DZH318Z0BPRB/00BJ,,Virtual Machines A Series Basic,A0,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A0,
1325,USD,0.0,6.899,6.899,southcentralus,US South Central,2021-11-01T00:00:00Z,549a3d79-d278-58f3-9a16-c6677a2e40e0,D64ads v5,DZH318Z08W2P,DZH318Z08W2P/005T,,Virtual Machines Dadsv5 Series Windows,Standard_D64ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64ads_v5,
1331,USD,0.0,5.508,5.508,southcentralus,US South Central,2021-06-01T00:00:00Z,551d9081-8038-5245-8eb9-2bb0acbd8899,HC44-16rs,DZH318Z0BXNH,DZH318Z0BXNH/00B2,,Virtual Machines HCS Series Windows,HC44-16rs,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HC44-16rs,
1332,USD,0.0,0.26,0.26,southcentralus,US South Central,2015-10-01T00:00:00Z,55361ac4-efc7-45d1-902f-0a5fe0810483,D2/DS2,DZH318Z0BPVW,DZH318Z0BPVW/007J,,Virtual Machines D Series Windows,D2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2,
1333,USD,0.0,0.26,0.26,southcentralus,US South Central,2015-10-01T00:00:00Z,55361ac4-efc7-45d1-902f-0a5fe0810483,DS2,DZH318Z0BPW4,DZH318Z0BPW4/0082,,Virtual Machines DS Series Windows,DS2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS2,
1335,USD,0.0,21.894,21.894,southcentralus,US South Central,2019-01-01T00:00:00Z,5564a7e8-a32d-45bf-b604-6648422b81ce,M128s,DZH318Z0BPW5,DZH318Z0BPW5/00LC,,Virtual Machines MS Series Windows,M128s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M128s,
1340,USD,0.0,0.845,0.845,southcentralus,US South Central,2017-07-21T00:00:00Z,55aa77ae-16eb-46f8-958f-e2d5ac557db6,D8 v3/D8s v3,DZH318Z0BPVL,DZH318Z0BPVL/00FK,,Virtual Machines Dv3 Series Windows,D8 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8_v3,
1341,USD,0.0,0.845,0.845,southcentralus,US South Central,2017-07-21T00:00:00Z,55aa77ae-16eb-46f8-958f-e2d5ac557db6,D8s v3,DZH318Z0BPWD,DZH318Z0BPWD/0086,,Virtual Machines DSv3 Series Windows,D8s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D8s_v3,
1343,USD,0.0,6.413,6.413,southcentralus,US South Central,2022-07-01T00:00:00Z,55b51621-61be-5464-8a27-4eb739510f0a,D64pds v5,DZH318Z092SC,DZH318Z092SC/00NL,,Virtual Machines Dpdsv5 Series Windows,Standard_D64pds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64pds_v5,
1350,USD,0.0,0.997,0.997,southcentralus,US South Central,2021-11-01T00:00:00Z,562e7922-9898-5cc5-9f25-9f3c062754cf,E8ads v5,DZH318Z093WX,DZH318Z093WX/00B0,,Virtual Machines Eadsv5 Series Windows,E8ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8ads_v5,
1351,USD,0.0,0.455,0.455,southcentralus,US South Central,2021-11-01T00:00:00Z,56425dbd-9dd0-565e-99e6-5e87b2393311,E4-2as v5,DZH318Z093XK,DZH318Z093XK/00BZ,,Virtual Machines Easv5 Series Windows,E4-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4-2as_v5,
1354,USD,0.0,3.206,3.206,southcentralus,US South Central,2022-04-01T00:00:00Z,5666ef67-441e-5fa7-9727-979503fa1689,E32bds v5,DZH318Z09LQP,DZH318Z09LQP/002D,,Virtual Machines Ebdsv5 Series,Standard_E32bds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32bds_v5,
1357,USD,0.0,0.455,0.455,southcentralus,US South Central,2021-11-01T00:00:00Z,56753fdf-4ca1-5ce0-ac1e-57d789278b6a,D4ds v5,DZH318Z08MC5,DZH318Z08MC5/008D,,Virtual Machines Ddsv5 Series Windows,Standard_D4ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4ds_v5,
1360,USD,0.0,1.658,1.658,southcentralus,US South Central,2020-06-01T00:00:00Z,56d78fa5-0e58-5012-9547-ee614d7746b1,D16a v4/D16as v4,DZH318Z0CM94,DZH318Z0CM94/007T,,Virtual Machines Dav4 Series Windows,D16a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16a_v4,
1361,USD,0.0,1.658,1.658,southcentralus,US South Central,2020-06-01T00:00:00Z,56d78fa5-0e58-5012-9547-ee614d7746b1,D16as v4,DZH318Z0CM93,DZH318Z0CM93/0080,,Virtual Machines Dasv4 Series Windows,D16as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D16as_v4,
1362,USD,0.0,4.773,4.773,southcentralus,US South Central,2020-07-01T00:00:00Z,5707d3a7-6443-50df-a2ff-a9cfe73fc758,Ddsv4 Type 1,DZH318Z0DFW0,DZH318Z0DFW0/000Z,,Ddsv4 Series Dedicated Host,Ddsv4 Type 1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Ddsv4_Type 1,
1364,USD,0.0,0.0579,0.0579,southcentralus,US South Central,2019-01-01T00:00:00Z,572b53c4-c841-4a34-8245-3217b1ebaa0e,B2s,DZH318Z0BQNH,DZH318Z0BQNH/003M,,Virtual Machines BS Series Windows,B2s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2s,
1366,USD,0.0,4.973,4.973,southcentralus,US South Central,2021-11-01T00:00:00Z,574591a3-7588-5a20-a36f-8f9114b76b94,D48 v5,DZH318Z08M9V,DZH318Z08M9V/00JW,,Virtual Machines Dv5 Series Windows,Standard_D48_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48_v5,
1368,USD,0.0,2.17,2.17,southcentralus,US South Central,2021-11-01T00:00:00Z,575743c6-2cb7-57c8-96a6-7114dc9f4932,E32as v5,DZH318Z093WZ,DZH318Z093WZ/00BJ,,Virtual Machines Easv5 Series,E32as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32as_v5,
1369,USD,0.0,0.23,0.23,southcentralus,US South Central,2021-11-01T00:00:00Z,57a0a6ec-54e5-54d2-93dd-c08066fde5cd,D4s v5,DZH318Z08M9W,DZH318Z08M9W/00P1,,Virtual Machines Dsv5 Series,Standard_D4s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4s_v5,
1371,USD,0.0,3.822,3.822,southcentralus,US South Central,2020-06-01T00:00:00Z,58022a2f-1504-503c-a05b-d068f0b1b703,D32d v4,DZH318Z0D1L6,DZH318Z0D1L6/0053,,Virtual Machines Ddv4 Series Windows,D32d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32d_v4,
1372,USD,0.0,8.847,8.847,southcentralus,US South Central,2021-01-01T00:00:00Z,581444b2-4907-5d70-b137-8aab4ce5f446,M32dms_v2,DZH318Z08LV0,DZH318Z08LV0/003R,,Virtual Machines MdSv2 Series Windows,M32dms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M32dms_v2,
1374,USD,0.0,2.579,2.579,southcentralus,US South Central,2022-06-01T00:00:00Z,58315bef-f0a3-5b33-b5f0-990cef9ae526,DC16s_v3,DZH318Z08NQZ,DZH318Z08NQZ/0070,,DCsv3 Series Windows,standard_DC16s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC16s_v3,
1379,USD,0.0,3.686,3.686,southcentralus,US South Central,2020-08-01T00:00:00Z,584a68c2-0443-525c-9216-949709a66f20,D64s v4,DZH318Z0CSHJ,DZH318Z0CSHJ/00BC,,Virtual Machines Dsv4 Series,D64s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64s_v4,
1387,USD,0.0,1.258,1.258,southcentralus,US South Central,2021-11-01T00:00:00Z,58afea3d-80f6-5c7a-8e28-efbd3935d27f,E16-8ads v5,DZH318Z093X0,DZH318Z093X0/009W,,Virtual Machines Eadsv5 Series,E16-8ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-8ads_v5,
1388,USD,0.0,3.407,3.407,southcentralus,US South Central,2022-07-01T00:00:00Z,58ed70ee-71ce-56d8-b579-8d9f1aa91f8f,E32ps v5,DZH318Z092S8,DZH318Z092S8/00K6,,Virtual Machines Epsv5 Series Windows,Standard_E32ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32ps_v5,
1389,USD,0.0,3.642,3.642,southcentralus,US South Central,2021-11-01T00:00:00Z,58fac22a-3d2f-5b52-81da-f56e13cfb31b,E32as v5,DZH318Z093XK,DZH318Z093XK/00CK,,Virtual Machines Easv5 Series Windows,E32as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32as_v5,
1394,USD,0.0,5.837,5.837,southcentralus,US South Central,2020-08-01T00:00:00Z,59518c47-d76a-54ad-9180-305c852dd13b,E48 v4,DZH318Z0D1L3,DZH318Z0D1L3/0071,,Virtual Machines Ev4 Series Windows,E48 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48_v4,
